ogc_fid,fid,ogc_fid1,ogc_fid0,edname,small_area
4548,4640,18001.0,18001.0,Beaumont F,268026002
4549,4641,18002.0,18002.0,Beaumont F,268026011
4550,4642,18003.0,18003.0,Beaumont D,268024006
4551,4643,18004.0,18004.0,Sutton,267130013
4552,4644,18005.0,18005.0,Swords-Forrest,267132020
4553,4645,18006.0,18006.0,Arran Quay D,268004006
4554,4646,18007.0,18007.0,Arran Quay D,268004014/268004015
4555,4647,18008.0,18008.0,Clontarf East B,268042023
4556,4648,18009.0,18009.0,Clontarf East B,268042020
4557,4649,18010.0,18010.0,Clontarf East B,268042024
4558,4650,18011.0,18011.0,Rotunda A,268138010
4559,4651,18012.0,18012.0,Whitehall A,268157010
4560,4652,18013.0,18013.0,Whitehall B,268158017
4561,4653,18014.0,18014.0,Whitehall B,268158013
4562,4654,18015.0,18015.0,Whitehall B,268158009
4563,4655,18016.0,18016.0,Botanic B,268028012
4564,4656,18017.0,18017.0,Ballymun C,268017002/268017019
4565,4657,18018.0,18018.0,Ballymun C,268017006
4566,4658,18019.0,18019.0,Ballymun C,268017004
4567,4659,18020.0,18020.0,Airport,267001002
4568,4660,18021.0,18021.0,Airport,267001006
4569,4661,18022.0,18022.0,Airport,267001003
4570,4662,18023.0,18023.0,Harmonstown A,268076005
4571,4663,18024.0,18024.0,Priorswood D,268120008
4572,4664,18025.0,18025.0,Mountjoy B,268105014
4573,4665,18026.0,18026.0,Mountjoy B,268105011
4574,4666,18027.0,18027.0,Mountjoy A,268104012
4575,4667,18028.0,18028.0,Mountjoy A,268104010
4576,4668,18029.0,18029.0,Grange D,268074002
4577,4669,18030.0,18030.0,Priorswood C,268119013/268119014
4578,4670,18031.0,18031.0,Ballybough B,268010014
4579,4671,18032.0,18032.0,Ballybough A,268009001
4580,4672,18033.0,18033.0,Ballybough A,268009002
4581,4673,18034.0,18034.0,Ballybough A,268009016
4582,4674,18035.0,18035.0,North Dock A,268107005
4583,4675,18036.0,18036.0,Drumcondra South B,268059003
4584,4676,18037.0,18037.0,Ballybough A,268009007
4585,4677,18038.0,18038.0,North Dock A,268107001
4586,4678,18039.0,18039.0,Drumcondra South A,268058010
4587,4679,18040.0,18040.0,Ballybough A,268009008
4588,4680,18041.0,18041.0,Blanchardstown-Blakestown,267028064
4589,4681,18042.0,18042.0,Blanchardstown-Blakestown,267028115
4590,4682,18043.0,18043.0,Dún Laoghaire-Glasthule,267068009
4591,4683,18044.0,18044.0,Dún Laoghaire-Sandycove,267076008
4592,4684,18045.0,18045.0,Dún Laoghaire-East Central,267067007
4593,4685,18046.0,18046.0,Dún Laoghaire-East Central,267067004
4594,4686,18047.0,18047.0,Grange A,268071023/04
4595,4687,18048.0,18048.0,Grange A,268071023/03
4596,4688,18049.0,18049.0,Balgriffin,267005004/01
4597,4689,18050.0,18050.0,Grange A,268071012
4598,4690,18051.0,18051.0,Grange A,268071010
4599,4691,18052.0,18052.0,Grange A,268071017
4600,4692,18053.0,18053.0,Grange A,268071016
4601,4693,18054.0,18054.0,Grange A,268071015
4602,4694,18055.0,18055.0,Dún Laoghaire-Glasthule,267068005
4603,4695,18056.0,18056.0,Dún Laoghaire-East Central,267067010
4604,4696,18057.0,18057.0,Kilmore D,268087003
4605,4697,18058.0,18058.0,Kilmore B,268089006
4606,4698,18059.0,18059.0,Kilmore B,268089007
4607,4699,18060.0,18060.0,Kilmore D,268087008
4608,4700,18061.0,18061.0,Grange A,268071006
4609,4701,18062.0,18062.0,Grange A,268071005
4610,4702,18063.0,18063.0,Baldoyle,267004009
4611,4703,18064.0,18064.0,Beaumont B,268022003
4612,4704,18065.0,18065.0,Beaumont B,268022005
4613,4705,18066.0,18066.0,Beaumont C,268023003
4614,4706,18067.0,18067.0,Beaumont B,268022006
4615,4707,18068.0,18068.0,Beaumont D,268024004
4616,4708,18069.0,18069.0,Beaumont D,268024007
4617,4709,18070.0,18070.0,Ballymun C,268017023
4618,4710,18071.0,18071.0,Swords-Forrest,267132019
4619,4711,18072.0,18072.0,Swords-Forrest,267132043
4620,4712,18073.0,18073.0,Clontarf East D,268044009
4621,4713,18074.0,18074.0,Botanic C,268029004
4622,4714,18075.0,18075.0,Botanic C,268029003
4623,4715,18076.0,18076.0,Botanic B,268028003
4624,4716,18077.0,18077.0,Botanic B,268028010
4625,4717,18078.0,18078.0,Botanic B,268028002
4626,4718,18079.0,18079.0,Botanic B,268028001
4627,4719,18080.0,18080.0,Drumcondra South C,268060004/01
4628,4720,18081.0,18081.0,Drumcondra South A,268058013
4629,4721,18082.0,18082.0,Drumcondra South C,268060009
4630,4722,18083.0,18083.0,Drumcondra South C,268060010
4631,4723,18084.0,18084.0,Drumcondra South C,268060001
4632,4724,18085.0,18085.0,Drumcondra South A,268058012
4633,4725,18086.0,18086.0,Kilmore D,268087006
4634,4726,18087.0,18087.0,Blanchardstown-Blakestown,267028077/01
4635,4727,18088.0,18088.0,Blanchardstown-Blakestown,267028096
4636,4728,18089.0,18089.0,Blanchardstown-Coolmine,267029032
4637,4729,18090.0,18090.0,Blanchardstown-Coolmine,267029031
4638,4730,18091.0,18091.0,Inns Quay A,268080003
4639,4731,18092.0,18092.0,Botanic C,268029001
4640,4732,18093.0,18093.0,Ballybough B,268010011
4641,4733,18094.0,18094.0,North Dock B,268108004
4642,4734,18095.0,18095.0,North Dock A,268107004
4643,4735,18096.0,18096.0,North Dock A,268107006
4644,4736,18097.0,18097.0,Priorswood C,268119004
4645,4737,18098.0,18098.0,Priorswood C,268119005
4646,4738,18099.0,18099.0,Ayrfield,268008013
4647,4739,18100.0,18100.0,Baldoyle,267004001
4648,4740,18101.0,18101.0,Blanchardstown-Coolmine,267029036
4649,4741,18102.0,18102.0,Lucan-St. Helen's,267103025
4650,4742,18103.0,18103.0,Baldoyle,267004019
4651,4743,18104.0,18104.0,Baldoyle,267004016
4652,4744,18105.0,18105.0,Baldoyle,267004012
4653,4745,18106.0,18106.0,Howth,267095013
4654,4746,18107.0,18107.0,Howth,267095014
4655,4747,18108.0,18108.0,Howth,267095012
4656,4748,18109.0,18109.0,Malahide West,267106016
4657,4749,18110.0,18110.0,Howth,267095030
4658,4750,18111.0,18111.0,Swords-Forrest,267132016
4659,4751,18112.0,18112.0,Lucan-St. Helen's,267103024
4660,4752,18113.0,18113.0,Ballymun C,268017013
4661,4753,18114.0,18114.0,Airport,267001011
4662,4754,18115.0,18115.0,Airport,267001009/01
4663,4755,18116.0,18116.0,Airport,267001010/01
4664,4756,18117.0,18117.0,Airport,267001010/03
4665,4757,18118.0,18118.0,Grange B,268072004
4666,4758,18119.0,18119.0,Grange B,268072008
4667,4759,18120.0,18120.0,Baldoyle,267004013
4668,4760,18121.0,18121.0,Baldoyle,267004014
4669,4761,18122.0,18122.0,Grange B,268072013/02
4670,4762,18123.0,18123.0,Beaumont A,268021012
4671,4763,18124.0,18124.0,Beaumont A,268021011
4672,4764,18125.0,18125.0,Beaumont B,268022012
4673,4765,18126.0,18126.0,Kilmore B,268089001
4674,4766,18127.0,18127.0,Kilmore A,268088002
4675,4767,18128.0,18128.0,North Dock B,268108008/01
4676,4768,18129.0,18129.0,North Dock B,268108008/02
4677,4769,18130.0,18130.0,North Dock B,268108006
4678,4770,18131.0,18131.0,North Dock B,268108005
4679,4771,18132.0,18132.0,Drumcondra South C,268060007
4680,4772,18133.0,18133.0,Drumcondra South C,268060003
4681,4773,18134.0,18134.0,Drumcondra South C,268060004/02
4682,4774,18135.0,18135.0,Grace Park,268070019
4683,4775,18136.0,18136.0,Drumcondra South C,268060013
4684,4776,18137.0,18137.0,Drumcondra South C,268060014
4685,4777,18138.0,18138.0,Whitehall A,268157001
4686,4778,18139.0,18139.0,Whitehall D,268160002/01
4687,4779,18140.0,18140.0,Whitehall D,268160003
4688,4780,18141.0,18141.0,Drumcondra South A,268058018
4689,4781,18142.0,18142.0,The Ward,267158023
4690,4782,18143.0,18143.0,The Ward,267158013
4691,4783,18144.0,18144.0,North City,268106011
4692,4784,18145.0,18145.0,Mansion House A,268096003
4693,4785,18146.0,18146.0,North City,268106010
4694,4786,18147.0,18147.0,Ballybough B,268010012
4695,4787,18148.0,18148.0,Ballybough B,268010010
4696,4788,18149.0,18149.0,Ballybough B,268010002
4697,4789,18150.0,18150.0,Ballybough B,268010003
4698,4790,18151.0,18151.0,North Dock A,268107002
4699,4791,18152.0,18152.0,North Dock B,268108012
4700,4792,18153.0,18153.0,Ballybough A,268009014/268009015
4701,4793,18154.0,18154.0,Baldoyle,267004026
4702,4794,18155.0,18155.0,Kinsaley,267099012
4703,4795,18156.0,18156.0,Kinsaley,267099023
4704,4796,18157.0,18157.0,Baldoyle,267004027
4705,4797,18158.0,18158.0,Kinsaley,267099019
4706,4798,18159.0,18159.0,Kinsaley,267099006
4707,4799,18160.0,18160.0,Kinsaley,267099007
4708,4800,18161.0,18161.0,Swords-Forrest,267132038/01
4709,4801,18162.0,18162.0,Swords-Forrest,267132013
4710,4802,18163.0,18163.0,Swords-Forrest,267132038/03
4711,4803,18164.0,18164.0,Swords-Forrest,267132038/02
4712,4804,18165.0,18165.0,Swords-Forrest,267132026
4713,4805,18166.0,18166.0,Malahide West,267106015
4714,4806,18167.0,18167.0,Malahide East,267105016
4715,4807,18168.0,18168.0,Malahide East,267105013
4716,4808,18169.0,18169.0,Balgriffin,267005006
4717,4809,18170.0,18170.0,Kinsaley,267099013
4718,4810,18171.0,18171.0,Kinsaley,267099025
4719,4811,18172.0,18172.0,Swords-Forrest,267132017
4720,4812,18173.0,18173.0,Swords-Forrest,267132018
4721,4813,18174.0,18174.0,Swords-Forrest,267132041
4722,4814,18175.0,18175.0,North Dock B,268108002
4723,4815,18176.0,18176.0,Ballymun C,268017003
4724,4816,18177.0,18177.0,Ballymun C,268017018
4725,4817,18178.0,18178.0,Ballymun C,268017012
4726,4818,18179.0,18179.0,Ballymun C,268017020
4727,4819,18180.0,18180.0,Ballymun C,268017011
4728,4820,18181.0,18181.0,Grange C,268073010
4729,4821,18182.0,18182.0,Ballymun C,268017010
4730,4822,18183.0,18183.0,Ballymun C,268017009
4731,4823,18184.0,18184.0,North Dock B,268108001
4732,4824,18185.0,18185.0,North Dock B,268108013
4733,4825,18186.0,18186.0,Clontarf East D,268044008
4734,4826,18187.0,18187.0,Mountjoy A,268104002
4735,4827,18188.0,18188.0,North Dock C,268109016
4736,4828,18189.0,18189.0,Grace Park,268070020
4737,4829,18190.0,18190.0,Grace Park,268070012
4738,4830,18191.0,18191.0,Grace Park,268070013
4739,4831,18192.0,18192.0,Raheny-St. Assam,268126008
4740,4832,18193.0,18193.0,Grace Park,268070007
4741,4833,18194.0,18194.0,Beaumont F,268026001
4742,4834,18195.0,18195.0,Ballymun C,268017008
4743,4835,18196.0,18196.0,Grace Park,268070009
4744,4836,18197.0,18197.0,North Dock C,268109002
4745,4837,18198.0,18198.0,North Dock C,268109001
4746,4838,18199.0,18199.0,Mountjoy B,268105015
4747,4839,18200.0,18200.0,Kinsaley,267099010
4748,4840,18201.0,18201.0,Ballybough B,268010013
4749,4841,18202.0,18202.0,Drumcondra South B,268059006
4750,4842,18203.0,18203.0,Ballybough A,268009012
4751,4843,18204.0,18204.0,Mountjoy A,268104011/02
4752,4844,18205.0,18205.0,Mountjoy A,268104011/01
4753,4845,18206.0,18206.0,North Dock C,268109015
4754,4846,18207.0,18207.0,Ballybough A,268009010
4755,4847,18208.0,18208.0,Ballybough A,268009005
4756,4848,18209.0,18209.0,Drumcondra South B,268059001
4757,4849,18210.0,18210.0,Ballybough A,268009004
4758,4850,18211.0,18211.0,Clontarf West B,268047003
4759,4851,18212.0,18212.0,Kinsaley,267099022
4760,4852,18213.0,18213.0,Ayrfield,268008006
4761,4853,18214.0,18214.0,Kinsaley,267099002
4762,4854,18215.0,18215.0,Ayrfield,268008011
4763,4855,18216.0,18216.0,Ayrfield,268008012
4764,4856,18217.0,18217.0,Raheny-St. Assam,268126014
4765,4857,18218.0,18218.0,Raheny-Foxfield,268124004
4766,4858,18219.0,18219.0,Grange D,268074005
4767,4859,18220.0,18220.0,Raheny-Foxfield,268124006
4768,4860,18221.0,18221.0,Raheny-Greendale,268125007
4769,4861,18222.0,18222.0,Grange C,268073011
4770,4862,18223.0,18223.0,Ayrfield,268008007
4771,4863,18224.0,18224.0,Kilmore B,268089003
4772,4864,18225.0,18225.0,Kilmore B,268089002
4773,4865,18226.0,18226.0,Kilmore B,268089010
4774,4866,18227.0,18227.0,Beaumont B,268022010
4775,4867,18228.0,18228.0,Drumcondra South B,268059002
4776,4868,18229.0,18229.0,Drumcondra South A,268058015
4777,4869,18230.0,18230.0,Grace Park,268070017
4778,4870,18231.0,18231.0,Whitehall D,268160004
4779,4871,18232.0,18232.0,Clontarf West D,268049005
4780,4872,18233.0,18233.0,Grace Park,268070004
4781,4873,18234.0,18234.0,Clontarf West D,268049010
4782,4874,18235.0,18235.0,Clontarf West C,268048007
4783,4875,18236.0,18236.0,Clontarf West C,268048016
4784,4876,18237.0,18237.0,Rotunda A,268138015
4785,4877,18238.0,18238.0,Rotunda B,268139011
4786,4878,18239.0,18239.0,Rotunda A,268138013
4787,4879,18240.0,18240.0,Rotunda A,268138016
4788,4880,18242.0,18242.0,Clontarf West E,268050002
4789,4881,18243.0,18243.0,Clontarf West C,268048011
4790,4882,18244.0,18244.0,Clontarf East D,268044005
4791,4883,18245.0,18245.0,Clontarf West C,268048004
4792,4884,18246.0,18246.0,Grace Park,268070016
4793,4885,18247.0,18247.0,Mansion House A,268096013
4794,4886,18248.0,18248.0,Mansion House A,268096019
4795,4887,18249.0,18249.0,Grace Park,268070014
4796,4888,18250.0,18250.0,Grace Park,268070010
4797,4889,18251.0,18251.0,Grace Park,268070011
4798,4890,18252.0,18252.0,Dundrum-Kilmacud,267079005
4799,4891,18253.0,18253.0,Clonskeagh-Roebuck,267058010
4800,4892,18254.0,18254.0,Clonskeagh-Roebuck,267058009/02
4801,4893,18255.0,18255.0,Stillorgan-Leopardstown,267126008
4802,4894,18256.0,18256.0,Stillorgan-Leopardstown,267126005
4803,4895,18257.0,18257.0,Stillorgan-Priory,267129007
4804,4896,18258.0,18258.0,Merchants Quay C,268100008
4805,4897,18259.0,18259.0,Clontarf West C,268048017
4806,4898,18260.0,18260.0,Mountjoy A,268104001
4807,4899,18261.0,18261.0,Mountjoy A,268104004/268104005
4808,4900,18262.0,18262.0,Mountjoy A,268104008
4809,4901,18263.0,18263.0,Mountjoy A,268104014
4810,4902,18264.0,18264.0,Mountjoy A,268104016
4811,4903,18265.0,18265.0,Mountjoy A,268104007
4812,4904,18267.0,18267.0,Mansion House A,268096017
4813,4905,18268.0,18268.0,North Dock C,268109008
4814,4906,18269.0,18269.0,North Dock C,268109011
4815,4907,18270.0,18270.0,South Dock,268143022
4816,4908,18271.0,18271.0,South Dock,268143018/02
4817,4909,18272.0,18272.0,North Dock C,268109009/268109018
4818,4910,18274.0,18274.0,Balbriggan Urban,267003021
4819,4911,18275.0,18275.0,Balbriggan Urban,267003027
4820,4912,18277.0,18277.0,Rotunda A,268138014
4821,4913,18292.0,18292.0,Beaumont E,268025003
4822,4914,18293.0,18293.0,Clontarf West A,268046001
4823,4915,18294.0,18294.0,Swords-Glasmore,267131020
4824,4916,18295.0,18295.0,Swords-Lissenhall,267133020
4825,4917,18296.0,18296.0,Swords-Lissenhall,267133018
4826,4918,18297.0,18297.0,Swords-Seatown,267134018
4827,4919,18298.0,18298.0,Swords-Seatown,267134017
4828,4920,18299.0,18299.0,North Dock C,268109014
4829,4921,18302.0,18302.0,Ushers D,268151011
4830,4922,18303.0,18303.0,Kilmainham C,268085013
4831,4923,18304.0,18304.0,Kilmainham C,268085003
4832,4924,18305.0,18305.0,Kilmainham B,268084007
4833,4925,18306.0,18306.0,Kilmainham B,268084010
4834,4926,18307.0,18307.0,Grace Park,268070006
4835,4927,18308.0,18308.0,Clontarf West B,268047002
4836,4928,18309.0,18309.0,Clontarf West A,268046004
4837,4929,18310.0,18310.0,Clontarf East B,268042010
4838,4930,18311.0,18311.0,Clontarf East E,268045006
4839,4931,18312.0,18312.0,Merchants Quay E,268102011
4840,4932,18313.0,18313.0,Merchants Quay E,268102004
4841,4933,18314.0,18314.0,Merchants Quay E,268102010
4842,4934,18315.0,18315.0,Wood Quay A,268161010
4843,4935,18316.0,18316.0,Wood Quay A,268161009
4844,4936,18317.0,18317.0,Ushers C,268150009
4845,4937,18318.0,18318.0,North Dock C,268109003
4846,4938,18319.0,18319.0,Clontarf East C,268043006
4847,4939,18320.0,18320.0,Clontarf East B,268042003
4848,4940,18321.0,18321.0,Clontarf East B,268042001
4849,4941,18322.0,18322.0,Clontarf East B,268042002
4850,4942,18323.0,18323.0,Clontarf East B,268042006
4851,4943,18324.0,18324.0,Clontarf East C,268043012
4852,4944,18325.0,18325.0,Clontarf East C,268043008
4853,4945,18326.0,18326.0,Clontarf East B,268042028
4854,4946,18327.0,18327.0,Clontarf East B,268042027
4855,4947,18328.0,18328.0,Skerries,267123002
4856,4948,18329.0,18329.0,Rotunda A,268138019
4857,4949,18330.0,18330.0,Rotunda A,268138007
4858,4950,18331.0,18331.0,Rotunda A,268138002/01
4859,4951,18332.0,18332.0,Rotunda A,268138009/02
4860,4952,18333.0,18333.0,Ballybough B,268010005
4861,4953,18334.0,18334.0,Mountjoy B,268105010
4862,4954,18335.0,18335.0,Malahide West,267106011
4863,4955,18337.0,18337.0,North Dock B,268108024
4864,4956,18338.0,18338.0,Rotunda A,268138011
4865,4957,18339.0,18339.0,Rotunda A,268138012
4866,4958,18340.0,18340.0,Rotunda A,268138006
4867,4959,18341.0,18341.0,Rotunda A,268138005
4868,4960,18342.0,18342.0,Rotunda A,268138008
4869,4961,18343.0,18343.0,Inns Quay A,268080017
4870,4962,18344.0,18344.0,Mountjoy B,268105003
4871,4963,18345.0,18345.0,Rotunda A,268138009/01
4872,4964,18346.0,18346.0,Skerries,267123006
4873,4965,18347.0,18347.0,Skerries,267123007
4874,4966,18348.0,18348.0,Skerries,267123012
4875,4967,18350.0,18350.0,Malahide East,267105024
4877,4969,18353.0,18353.0,Ushers D,268151012
4878,4970,18354.0,18354.0,Merchants Quay F,268103007
4879,4971,18355.0,18355.0,Merchants Quay D,268101002
4880,4972,18356.0,18356.0,Merchants Quay C,268100003
4881,4973,18370.0,18370.0,Whitehall B,268158016/03
4882,4974,18371.0,18371.0,Whitehall B,268158016/02
4883,4975,18372.0,18372.0,Merchants Quay F,268103008
4884,4976,18373.0,18373.0,Merchants Quay D,268101003
4885,4977,18374.0,18374.0,Merchants Quay C,268100001
4886,4978,18375.0,18375.0,Merchants Quay B,268099001
4887,4979,18376.0,18376.0,Ushers C,268150008
4888,4980,18377.0,18377.0,Ushers C,268150007
4889,4981,18383.0,18383.0,Clontarf West B,268047006
4890,4982,18384.0,18384.0,Clontarf West B,268047007
4891,4983,18385.0,18385.0,Whitehall B,268158014
4892,4984,18386.0,18386.0,Whitehall B,268158007
4893,4985,18387.0,18387.0,Whitehall C,268159001
4894,4986,18388.0,18388.0,Whitehall A,268157007
4895,4987,18389.0,18389.0,Whitehall B,268158010
4896,4988,18390.0,18390.0,Harmonstown B,268077002
4897,4989,18391.0,18391.0,Clontarf East A,268041006
4898,4990,18392.0,18392.0,Ushers B,268149007
4899,4991,18393.0,18393.0,Merchants Quay B,268099004
4900,4992,18394.0,18394.0,Ushers B,268149003
4901,4993,18395.0,18395.0,Wood Quay A,268161003
4902,4994,18400.0,18400.0,Beaumont A,268021005
4903,4995,18401.0,18401.0,Beaumont A,268021006
4904,4996,18402.0,18402.0,Beaumont F,268026004
4905,4997,18403.0,18403.0,Whitehall D,268160007
4906,4998,18404.0,18404.0,Whitehall D,268160011
4907,4999,18405.0,18405.0,Whitehall D,268160008
4908,5000,18406.0,18406.0,Clontarf East A,268041009
4909,5001,18407.0,18407.0,Clontarf East A,268041010
4910,5002,18409.0,18409.0,Royal Exchange A,268140008
4911,5003,18410.0,18410.0,Royal Exchange A,268140003
4912,5004,18411.0,18411.0,Merchants Quay A,268098008
4913,5005,18412.0,18412.0,Merchants Quay B,268099021
4914,5006,18413.0,18413.0,Merchants Quay B,268099017
4915,5007,18414.0,18414.0,Inns Quay A,268080014
4916,5008,18415.0,18415.0,Ballybough B,268010001
4917,5009,18416.0,18416.0,Ballybough B,268010004
4918,5010,18417.0,18417.0,Ballybough B,268010006
4919,5011,18418.0,18418.0,Botanic C,268029002
4920,5012,18419.0,18419.0,Inns Quay A,268080002
4921,5013,18420.0,18420.0,Inns Quay A,268080013
4922,5014,18421.0,18421.0,Inns Quay A,268080012
4923,5015,18437.0,18437.0,Tallaght-Kiltipper,267143008
4924,5016,18440.0,18440.0,Kilmainham A,268083012
4925,5017,18441.0,18441.0,Crumlin D,268054016
4926,5018,18442.0,18442.0,Ushers D,268151004
4927,5019,18443.0,18443.0,Ushers D,268151005
4928,5020,18444.0,18444.0,Clontarf West D,268049006
4929,5021,18445.0,18445.0,Drumcondra South A,268058004
4930,5022,18446.0,18446.0,Drumcondra South A,268058005
4931,5023,18447.0,18447.0,Tallaght-Jobstown,267140039
4932,5024,18448.0,18448.0,Lucan-St. Helen's,267103016/02
4933,5025,18449.0,18449.0,Lucan-Esker,267100023
4934,5026,18450.0,18450.0,Clontarf West E,268050007
4935,5027,18451.0,18451.0,Clontarf West E,268050004
4936,5028,18458.0,18458.0,Whitehall D,268160009
4937,5029,18459.0,18459.0,Drumcondra South A,268058011/01
4938,5030,18460.0,18460.0,Drumcondra South A,268058006
4939,5031,18461.0,18461.0,Clontarf West D,268049003
4940,5032,18462.0,18462.0,Clontarf West E,268050008
4941,5033,18463.0,18463.0,Dubber,267066018
4942,5034,18464.0,18464.0,Ballymun B,268016001
4943,5035,18465.0,18465.0,Ballymun A,268015002
4944,5036,18466.0,18466.0,Ballymun B,268016006
4945,5037,18467.0,18467.0,Clontarf West E,268050006
4946,5038,18468.0,18468.0,The Ward,267158011/01
4947,5039,18469.0,18469.0,The Ward,267158020
4948,5040,18470.0,18470.0,The Ward,267158010
4949,5041,18472.0,18472.0,Clontarf West E,268050005
4950,5042,18473.0,18473.0,Drumcondra South A,268058003
4951,5043,18474.0,18474.0,Drumcondra South A,268058002
4952,5044,18475.0,18475.0,Drumcondra South C,268060008
4953,5045,18476.0,18476.0,Drumcondra South C,268060006
4954,5046,18477.0,18477.0,Ballymun B,268016008/02
4955,5047,18478.0,18478.0,North City,268106017
4956,5048,18482.0,18482.0,North City,268106019
