ogc_fid,fid,ogc_fid1,ogc_fid0,edname,small_area
4065,4157,17487.0,17487.0,Inns Quay C,268082004
4066,4158,17488.0,17488.0,Mountjoy B,268105016/02
4067,4159,17489.0,17489.0,Mountjoy B,268105016/01
4068,4160,17490.0,17490.0,Mountjoy B,268105012
4069,4161,17491.0,17491.0,Ballybough B,268010009
4070,4162,17492.0,17492.0,North Dock B,268108011
4071,4163,17493.0,17493.0,North Dock B,268108021/01
4072,4164,17494.0,17494.0,Airport,267001007
4073,4165,17495.0,17495.0,Blanchardstown-Abbotstown,267027014
4074,4166,17498.0,17498.0,Donabate,267065025
4075,4167,17499.0,17499.0,Donabate,267065026
4076,4168,17500.0,17500.0,Donabate,267065019
4077,4169,17501.0,17501.0,Donabate,267065018
4078,4170,17502.0,17502.0,Ushers B,268149002
4079,4171,17503.0,17503.0,Merchants Quay A,268098002
4080,4172,17504.0,17504.0,Merchants Quay A,268098004
4081,4173,17505.0,17505.0,Merchants Quay C,268100010
4082,4174,17506.0,17506.0,Merchants Quay C,268100011
4083,4175,17507.0,17507.0,Merchants Quay B,268099014
4084,4176,17508.0,17508.0,Arran Quay C,268003007
4085,4177,17509.0,17509.0,Inns Quay B,268081016
4086,4178,17510.0,17510.0,Ballymun B,268016014
4087,4179,17511.0,17511.0,North City,268106013
4088,4180,17512.0,17512.0,North Dock B,268108015/02
4089,4181,17517.0,17517.0,Donabate,267065012
4090,4182,17518.0,17518.0,Donabate,267065002
4091,4183,17519.0,17519.0,Donabate,267065007
4092,4184,17520.0,17520.0,Lusk,267104012
4093,4185,17521.0,17521.0,Merchants Quay B,268099013
4094,4186,17522.0,17522.0,Merchants Quay B,268099018
4095,4187,17523.0,17523.0,Wood Quay A,268161011
4096,4188,17524.0,17524.0,Royal Exchange B,268141007
4097,4189,17525.0,17525.0,Royal Exchange B,268141006
4098,4190,17526.0,17526.0,Wood Quay A,268161002
4099,4191,17527.0,17527.0,Merchants Quay A,268098009
4100,4192,17528.0,17528.0,Arran Quay C,268003006
4101,4193,17529.0,17529.0,Royal Exchange A,268140011
4102,4194,17530.0,17530.0,Wood Quay A,268161007
4103,4195,17531.0,17531.0,Royal Exchange A,268140010
4104,4196,17532.0,17532.0,Royal Exchange A,268140016
4105,4197,17533.0,17533.0,Dún Laoghaire-Monkstown Farm,267070001
4106,4198,17536.0,17536.0,Swords-Lissenhall,267133017
4107,4199,17537.0,17537.0,Swords-Lissenhall,267133012
4108,4200,17538.0,17538.0,Malahide West,267106001
4109,4201,17539.0,17539.0,Swords-Seatown,267134023
4110,4202,17540.0,17540.0,Wood Quay A,268161001
4111,4203,17541.0,17541.0,Inns Quay A,268080009
4112,4204,17542.0,17542.0,Inns Quay A,268080015
4113,4205,17543.0,17543.0,Drumcondra South B,268059004
4114,4206,17544.0,17544.0,Ballybough A,268009011
4115,4207,17545.0,17545.0,North Dock B,268108016
4116,4208,17546.0,17546.0,Stillorgan-Priory,267129008
4117,4209,17548.0,17548.0,Blackrock-Booterstown,267019010
4118,4210,17549.0,17549.0,Rathmines West C,268134006
4119,4211,17550.0,17550.0,Swords-Lissenhall,267133016
4120,4212,17551.0,17551.0,Swords-Seatown,267134005
4121,4213,17552.0,17552.0,Swords-Seatown,267134004
4122,4214,17553.0,17553.0,Swords-Seatown,267134016
4123,4215,17554.0,17554.0,Ashtown A,268006020
4124,4216,17555.0,17555.0,Ashtown A,268006031
4125,4217,17556.0,17556.0,Ashtown A,268006028
4126,4218,17557.0,17557.0,Ashtown A,268006032
4127,4219,17558.0,17558.0,Inns Quay C,268082008
4128,4220,17559.0,17559.0,North City,268106006
4129,4221,17560.0,17560.0,Rotunda B,268139005
4130,4222,17561.0,17561.0,North City,268106003
4131,4223,17562.0,17562.0,Rotunda B,268139006
4132,4224,17563.0,17563.0,North City,268106004
4133,4225,17564.0,17564.0,North City,268106005
4134,4226,17565.0,17565.0,Arran Quay B,268002001
4135,4227,17566.0,17566.0,North Dock A,268107003
4136,4228,17569.0,17569.0,Rathmines West C,268134008
4137,4229,17570.0,17570.0,Rathmines West A,268132015
4138,4230,17571.0,17571.0,St. Kevin's,268142001
4139,4231,17572.0,17572.0,St. Kevin's,268142014
4140,4232,17573.0,17573.0,Wood Quay B,268162014
4141,4233,17574.0,17574.0,Wood Quay B,268162015
4142,4234,17575.0,17575.0,Wood Quay B,268162013
4143,4235,17576.0,17576.0,Wood Quay B,268162017
4144,4236,17577.0,17577.0,St. Kevin's,268142016
4145,4237,17578.0,17578.0,St. Kevin's,268142013
4146,4238,17579.0,17579.0,Ashtown A,268006039
4147,4239,17580.0,17580.0,Ashtown A,268006024
4148,4240,17581.0,17581.0,Phoenix Park,268118003
4149,4241,17582.0,17582.0,Arran Quay D,268004012
4150,4242,17583.0,17583.0,Cabra East C,268032018
4151,4243,17584.0,17584.0,Inns Quay A,268080005
4152,4244,17585.0,17585.0,Cabra West A,268033001
4153,4245,17586.0,17586.0,Mountjoy A,268104009
4154,4246,17587.0,17587.0,Ballygall A,268012009
4155,4247,17588.0,17588.0,Ballygall A,268012010
4156,4248,17589.0,17589.0,Whitehall A,268157011
4157,4249,17590.0,17590.0,Dubber,267066008
4158,4250,17591.0,17591.0,Dubber,267066006
4159,4251,17592.0,17592.0,Ballymun A,268015012
4160,4252,17593.0,17593.0,Ballymun A,268015009
4161,4253,17594.0,17594.0,Priorswood C,268119003
4162,4254,17595.0,17595.0,Rush,267118022
4163,4255,17596.0,17596.0,Balbriggan Rural,267002035
4164,4256,17597.0,17597.0,Lusk,267104020
4165,4257,17598.0,17598.0,St. Kevin's,268142019
4166,4258,17599.0,17599.0,Merchants Quay B,268099009
4167,4259,17600.0,17600.0,Merchants Quay C,268100017
4168,4260,17601.0,17601.0,Merchants Quay C,268100013
4169,4261,17602.0,17602.0,Merchants Quay B,268099005
4170,4262,17603.0,17603.0,Merchants Quay B,268099008
4171,4263,17604.0,17604.0,Merchants Quay B,268099010
4172,4264,17605.0,17605.0,Ashtown A,268006022
4173,4265,17606.0,17606.0,Ashtown A,268006023
4174,4266,17607.0,17607.0,Finglas South B,268067009
4175,4267,17608.0,17608.0,Finglas South B,268067012
4176,4268,17609.0,17609.0,Botanic A,268027013
4177,4269,17610.0,17610.0,Balbriggan Urban,267003004
4178,4270,17611.0,17611.0,Balbriggan Rural,267002033
4179,4271,17612.0,17612.0,Balbriggan Rural,267002020
4180,4272,17613.0,17613.0,Balbriggan Rural,267002019
4181,4273,17614.0,17614.0,Balbriggan Rural,267002005
4182,4274,17615.0,17615.0,Lusk,267104027
4183,4275,17616.0,17616.0,Swords-Forrest,267132024
4184,4276,17618.0,17618.0,Royal Exchange A,268140017
4185,4277,17619.0,17619.0,Glencullen,267092010
4186,4278,17620.0,17620.0,Ballinteer-Woodpark,267007005
4187,4279,17621.0,17621.0,Ballinteer-Woodpark,267007006
4188,4280,17622.0,17622.0,Ballymun A,268015010
4189,4281,17623.0,17623.0,Ballymun B,268016016/268016017
4190,4282,17624.0,17624.0,North City,268106014
4191,4283,17625.0,17625.0,North City,268106012
4192,4284,17626.0,17626.0,Mansion House A,268096002
4193,4285,17627.0,17627.0,Mountjoy B,268105009
4194,4286,17628.0,17628.0,Balbriggan Rural,267002003
4195,4287,17629.0,17629.0,Balbriggan Rural,267002024
4196,4288,17630.0,17630.0,Portmarnock North,267110012
4197,4289,17631.0,17631.0,Malahide East,267105022
4198,4290,17632.0,17632.0,Portmarnock North,267110002
4199,4291,17633.0,17633.0,Portmarnock North,267110009
4200,4292,17634.0,17634.0,Mountjoy B,268105008
4201,4293,17635.0,17635.0,Shankill-Rathmichael,267120011
4202,4294,17636.0,17636.0,Killiney South,267097016
4203,4295,17637.0,17637.0,Cabinteely-Granitefield,267036002
4204,4296,17638.0,17638.0,Dundrum-Sandyford,267080007
4205,4297,17639.0,17639.0,Dundrum-Balally,267078023/267078024/267078025
4206,4298,17640.0,17640.0,Balbriggan Rural,267002009
4207,4299,17641.0,17641.0,Balbriggan Rural,267002008
4208,4300,17642.0,17642.0,Castleknock-Knockmaroon,267040035
4209,4301,17643.0,17643.0,Castleknock-Knockmaroon,267040036
4210,4302,17644.0,17644.0,Dubber,267066010
4211,4303,17645.0,17645.0,Dubber,267066005
4212,4304,17646.0,17646.0,Dubber,267066020
4213,4305,17647.0,17647.0,Arran Quay E,268005007
4214,4306,17648.0,17648.0,Shankill-Shanganagh,267122014
4215,4307,17649.0,17649.0,Kilmainham A,268083004
4216,4308,17650.0,17650.0,Kilmainham A,268083008
4217,4309,17651.0,17651.0,Cabra East C,268032005
4218,4310,17652.0,17652.0,Lucan-Esker,267100058
4219,4311,17653.0,17653.0,Lucan-Esker,267100031
4220,4312,17654.0,17654.0,Ballygall C,268011013
4221,4313,17655.0,17655.0,Ballygall C,268011009
4222,4314,17656.0,17656.0,Ballygall C,268011006
4223,4315,17657.0,17657.0,Arran Quay B,268002003
4224,4316,17658.0,17658.0,Cabra West C,268035001
4225,4317,17659.0,17659.0,Arran Quay D,268004004
4226,4318,17660.0,17660.0,Cabra East C,268032014
4227,4319,17661.0,17661.0,Cabra East C,268032015
4228,4320,17662.0,17662.0,Blanchardstown-Abbotstown,267027016/01
4229,4321,17663.0,17663.0,Blanchardstown-Abbotstown,267027012
4230,4322,17664.0,17664.0,Blanchardstown-Abbotstown,267027011
4231,4323,17665.0,17665.0,Ballymun F,268020006
4232,4324,17666.0,17666.0,Ballymun F,268020007
4233,4325,17667.0,17667.0,Ballymun F,268020005
4234,4326,17668.0,17668.0,Finglas North C,268065015
4235,4327,17669.0,17669.0,Arran Quay C,268003018
4236,4328,17670.0,17670.0,Arran Quay B,268002020
4237,4329,17671.0,17671.0,Arran Quay C,268003009
4238,4330,17672.0,17672.0,Arran Quay E,268005004
4239,4331,17673.0,17673.0,Arran Quay E,268005003
4240,4332,17674.0,17674.0,Arran Quay D,268004009
4241,4333,17675.0,17675.0,Cabra West C,268035010
4242,4334,17676.0,17676.0,Cabra West C,268035008
4243,4335,17677.0,17677.0,Finglas North A,268063005
4244,4336,17678.0,17678.0,Finglas North A,268063004
4245,4337,17679.0,17679.0,Whitehall B,268158001
4246,4338,17680.0,17680.0,Finglas North C,268065006
4247,4339,17681.0,17681.0,Ballygall C,268011005
4248,4340,17682.0,17682.0,Ballygall C,268011011
4249,4341,17683.0,17683.0,Ashtown A,268006005
4250,4342,17684.0,17684.0,Ashtown A,268006030
4251,4343,17685.0,17685.0,Castleknock-Knockmaroon,267040032
4252,4344,17686.0,17686.0,Castleknock-Knockmaroon,267040030
4253,4345,17687.0,17687.0,Cabra West C,268035002
4254,4346,17688.0,17688.0,Cabra West B,268034008
4255,4347,17693.0,17693.0,Arran Quay E,268005013
4256,4348,17694.0,17694.0,Chapelizod,268037014
4257,4349,17695.0,17695.0,Chapelizod,268037009
4258,4350,17696.0,17696.0,Chapelizod,268037012
4259,4351,17697.0,17697.0,Castleknock-Knockmaroon,267040061
4260,4352,17698.0,17698.0,Blanchardstown-Blakestown,267028084
4261,4353,17699.0,17699.0,Castleknock-Knockmaroon,267040001
4262,4354,17700.0,17700.0,Castleknock-Knockmaroon,267040034
4263,4355,17701.0,17701.0,Cabra West C,268035007
4264,4356,17702.0,17702.0,Cabra West B,268034007
4265,4357,17703.0,17703.0,Arran Quay E,268005008
4266,4358,17704.0,17704.0,Arran Quay B,268002002
4267,4359,17705.0,17705.0,Arran Quay C,268003014
4268,4360,17706.0,17706.0,Inns Quay C,268082003
4269,4361,17707.0,17707.0,Arran Quay B,268002007
4270,4362,17708.0,17708.0,North City,268106008
4271,4363,17709.0,17709.0,North City,268106007
4272,4364,17710.0,17710.0,Lucan-Esker,267100088
4273,4365,17711.0,17711.0,Lucan-Esker,267100087
4274,4366,17712.0,17712.0,Palmerston West,267109004
4275,4367,17713.0,17713.0,Cabra West A,268033003
4276,4368,17714.0,17714.0,Cabra West A,268033002
4277,4369,17715.0,17715.0,Cabra West B,268034005
4278,4370,17716.0,17716.0,Arran Quay B,268002010
4279,4371,17717.0,17717.0,Arran Quay B,268002009
4280,4372,17718.0,17718.0,Rotunda B,268139003
4281,4373,17719.0,17719.0,Arran Quay C,268003005
4282,4374,17720.0,17720.0,Inns Quay B,268081013
4283,4375,17721.0,17721.0,Cabra East C,268032001
4284,4376,17722.0,17722.0,Blanchardstown-Blakestown,267028024
4285,4377,17723.0,17723.0,Blanchardstown-Blakestown,267028023
4286,4378,17724.0,17724.0,Cabra West C,268035005
4287,4379,17725.0,17725.0,Cabra West B,268034004
4288,4380,17726.0,17726.0,Cabra West B,268034009
4289,4381,17727.0,17727.0,Cabra West C,268035006
4290,4382,17728.0,17728.0,Finglas North C,268065002
4291,4383,17729.0,17729.0,Finglas North C,268065003
4292,4384,17730.0,17730.0,Inns Quay B,268081012
4293,4385,17731.0,17731.0,Inns Quay C,268082002
4294,4386,17732.0,17732.0,Blanchardstown-Blakestown,267028074
4295,4387,17733.0,17733.0,Blanchardstown-Blakestown,267028028
4296,4388,17734.0,17734.0,Blanchardstown-Blakestown,267028025
4297,4389,17735.0,17735.0,Ballymun D,268018014/268018017
4298,4390,17736.0,17736.0,Ballymun A,268015004
4299,4391,17737.0,17737.0,Ballymun D,268018006
4300,4392,17738.0,17738.0,Ashtown A,268006004
4301,4393,17739.0,17739.0,Ashtown A,268006013
4302,4394,17740.0,17740.0,Blanchardstown-Blakestown,267028091
4303,4395,17741.0,17741.0,Blanchardstown-Blakestown,267028073
4304,4396,17742.0,17742.0,Blanchardstown-Blakestown,267028029
4305,4397,17743.0,17743.0,Blanchardstown-Blakestown,267028027
4306,4398,17744.0,17744.0,Castleknock-Knockmaroon,267040059
4307,4399,17745.0,17745.0,Castleknock-Knockmaroon,267040058
4308,4400,17746.0,17746.0,Castleknock-Knockmaroon,267040043
4309,4401,17747.0,17747.0,Blanchardstown-Delwood,267031011
4310,4402,17748.0,17748.0,Cabra East B,268031010
4311,4403,17749.0,17749.0,Finglas South D,268069009
4312,4404,17750.0,17750.0,Finglas South A,268066001
4313,4405,17751.0,17751.0,Blanchardstown-Blakestown,267028095
4314,4406,17752.0,17752.0,Blanchardstown-Blakestown,267028094
4315,4407,17753.0,17753.0,Blanchardstown-Blakestown,267028072
4316,4408,17754.0,17754.0,Inns Quay C,268082011
4317,4409,17755.0,17755.0,Blanchardstown-Blakestown,267028055
4318,4410,17756.0,17756.0,Blanchardstown-Blakestown,267028056
4319,4411,17757.0,17757.0,Blanchardstown-Blakestown,267028061
4320,4412,17758.0,17758.0,Palmerston West,267109008
4321,4413,17760.0,17760.0,Blanchardstown-Delwood,267031009
4322,4414,17761.0,17761.0,Castleknock-Knockmaroon,267040054
4323,4415,17762.0,17762.0,Cabra East B,268031005
4324,4416,17763.0,17763.0,Cabra East A,268030011
4325,4417,17764.0,17764.0,Cabra East A,268030009
4326,4418,17765.0,17765.0,Inns Quay C,268082006
4327,4419,17766.0,17766.0,Inns Quay C,268082007
4328,4420,17767.0,17767.0,Inns Quay C,268082013
4329,4421,17768.0,17768.0,Rotunda B,268139004
4330,4422,17769.0,17769.0,Rotunda B,268139007/268139008
4331,4423,17770.0,17770.0,Arran Quay E,268005016
4332,4424,17771.0,17771.0,Cabra East C,268032002
4333,4425,17772.0,17772.0,Palmerston West,267109010
4334,4426,17773.0,17773.0,Lucan-Esker,267100084
4335,4427,17774.0,17774.0,Cabra East B,268031008
4336,4428,17775.0,17775.0,Botanic A,268027011
4337,4429,17776.0,17776.0,Inns Quay B,268081001
4338,4430,17777.0,17777.0,Inns Quay C,268082005
4339,4431,17778.0,17778.0,Arran Quay B,268002005
4340,4432,17779.0,17779.0,Ashtown A,268006007
4341,4433,17780.0,17780.0,Ashtown A,268006009
4342,4434,17781.0,17781.0,Finglas South C,268068004
4343,4435,17782.0,17782.0,Blanchardstown-Blakestown,267028100
4344,4436,17783.0,17783.0,Blanchardstown-Blakestown,267028050
4345,4437,17784.0,17784.0,Blanchardstown-Blakestown,267028035
4346,4438,17785.0,17785.0,Cabra West D,268036005
4347,4439,17786.0,17786.0,Cabra West D,268036002
4348,4440,17787.0,17787.0,Blanchardstown-Mulhuddart,267032006
4349,4441,17788.0,17788.0,Ashtown A,268006029
4350,4442,17789.0,17789.0,Ashtown A,268006027
4351,4443,17790.0,17790.0,Phoenix Park,268118007
4352,4444,17791.0,17791.0,Castleknock-Park,267041007
4353,4445,17792.0,17792.0,Castleknock-Knockmaroon,267040008
4354,4446,17793.0,17793.0,Lucan-Esker,267100063
4355,4447,17794.0,17794.0,Lucan-Esker,267100062
4356,4448,17795.0,17795.0,Blanchardstown-Tyrrelstown,267034003
4357,4449,17796.0,17796.0,Cabra West D,268036003
4358,4450,17797.0,17797.0,Ashtown B,268007006
4359,4451,17798.0,17798.0,Cabra East C,268032016
4360,4452,17799.0,17799.0,Ashtown B,268007010
4361,4453,17800.0,17800.0,Cabra West D,268036004
4362,4454,17801.0,17801.0,Cabra East C,268032008
4363,4455,17802.0,17802.0,Cabra West D,268036007/02
4364,4456,17808.0,17808.0,Lucan-Esker,267100075
4365,4457,17809.0,17809.0,Lucan-Esker,267100060
4366,4458,17810.0,17810.0,Kilmore A,268088008
4367,4459,17811.0,17811.0,Lucan-Esker,267100086
4368,4460,17812.0,17812.0,Lucan Heights,267101011
4369,4461,17813.0,17813.0,Dún Laoghaire-Sandycove,267076009
4370,4462,17814.0,17814.0,Harmonstown A,268076006
4371,4463,17815.0,17815.0,Lucan-Esker,267100083
4372,4464,17816.0,17816.0,Palmerston West,267109003
4373,4465,17817.0,17817.0,Lucan-Esker,267100090
4374,4466,17818.0,17818.0,Lucan-Esker,267100092/01
4375,4467,17819.0,17819.0,Lucan-Esker,267100091
4376,4468,17820.0,17820.0,Castleknock-Park,267041009
4377,4469,17821.0,17821.0,Castleknock-Park,267041018
4378,4470,17822.0,17822.0,Castleknock-Park,267041017
4379,4471,17823.0,17823.0,Ashtown B,268007002
4380,4472,17824.0,17824.0,Priorswood E,268123006
4381,4473,17825.0,17825.0,Priorswood E,268123001
4382,4474,17826.0,17826.0,Ayrfield,268008015
4383,4475,17827.0,17827.0,Harmonstown A,268076004
4384,4476,17828.0,17828.0,Swords-Forrest,267132040
4385,4477,17829.0,17829.0,Swords-Forrest,267132014
4386,4478,17830.0,17830.0,Howth,267095003
4387,4479,17831.0,17831.0,Sutton,267130009
4388,4480,17832.0,17832.0,Swords-Forrest,267132029
4389,4481,17833.0,17833.0,Kinsaley,267099016
4390,4482,17834.0,17834.0,Beaumont B,268022007
4391,4483,17835.0,17835.0,Beaumont C,268023005
4392,4484,17836.0,17836.0,Kilmore A,268088003
4393,4485,17837.0,17837.0,Grange E,268075007
4394,4486,17838.0,17838.0,Priorswood B,268122005
4395,4487,17839.0,17839.0,Castleknock-Knockmaroon,267040013
4396,4488,17840.0,17840.0,Castleknock-Knockmaroon,267040028
4397,4489,17841.0,17841.0,Castleknock-Knockmaroon,267040051
4398,4490,17842.0,17842.0,Blanchardstown-Blakestown,267028110
4399,4491,17843.0,17843.0,Blanchardstown-Blakestown,267028111
4400,4492,17844.0,17844.0,Cabra West D,268036010
4401,4493,17845.0,17845.0,Blanchardstown-Blakestown,267028069
4402,4494,17846.0,17846.0,Blanchardstown-Blakestown,267028067
4403,4495,17847.0,17847.0,Swords-Lissenhall,267133008
4404,4496,17848.0,17848.0,Swords-Lissenhall,267133023
4405,4497,17849.0,17849.0,Malahide West,267106020
4406,4498,17850.0,17850.0,Castleknock-Knockmaroon,267040006
4407,4499,17851.0,17851.0,Blanchardstown-Blakestown,267028077/02
4408,4500,17852.0,17852.0,Dún Laoghaire-East Central,267067006
4409,4501,17853.0,17853.0,Dún Laoghaire-Glasthule,267068004
4410,4502,17854.0,17854.0,Dún Laoghaire-Sandycove,267076015
4411,4503,17855.0,17855.0,Dalkey Hill,267060002
4412,4504,17856.0,17856.0,Cabra West C,268035012
4413,4505,17857.0,17857.0,Blanchardstown-Blakestown,267028065
4414,4506,17858.0,17858.0,Blanchardstown-Blakestown,267028021
4415,4507,17859.0,17859.0,Blanchardstown-Blakestown,267028017
4416,4508,17860.0,17860.0,Blanchardstown-Blakestown,267028062
4417,4509,17862.0,17862.0,Balbriggan Rural,267002006
4418,4510,17865.0,17865.0,Dalkey-Coliemore,267064005
4419,4511,17866.0,17866.0,Dún Laoghaire-Sandycove,267076007
4420,4512,17867.0,17867.0,Priorswood E,268123005
4421,4513,17868.0,17868.0,Dún Laoghaire-Sandycove,267076005
4423,4515,17869.0,17869.0,Dún Laoghaire-Salthill,267075003
4424,4516,17870.0,17870.0,Dún Laoghaire-Salthill,267075002
4425,4517,17872.0,17872.0,Dún Laoghaire-Salthill,267075005
4426,4518,17873.0,17873.0,Dún Laoghaire-West Central,267077002
4427,4519,17874.0,17874.0,Dún Laoghaire-West Central,267077008
4429,4521,17875.0,17875.0,Lucan-St. Helen's,267103005
4430,4522,17876.0,17876.0,Kinsaley,267099008
4431,4523,17877.0,17877.0,Rathmines West D,268135015
4432,4524,17878.0,17878.0,Rathmines West D,268135017
4433,4525,17879.0,17879.0,Rathmines West A,268132027
4434,4526,17880.0,17880.0,Rathmines West F,268137014
4435,4527,17881.0,17881.0,Rathmines West A,268132020
4436,4528,17882.0,17882.0,Walkinstown A,268154010
4437,4529,17883.0,17883.0,Priorswood E,268123007
4438,4530,17884.0,17884.0,Baldoyle,267004003
4439,4531,17885.0,17885.0,Swords-Forrest,267132010
4440,4532,17886.0,17886.0,Harmonstown B,268077007
4441,4533,17887.0,17887.0,Harmonstown B,268077006
4442,4534,17888.0,17888.0,Blanchardstown-Blakestown,267028104
4443,4535,17889.0,17889.0,Kinsaley,267099003
4444,4536,17890.0,17890.0,Kinsaley,267099005
4445,4537,17891.0,17891.0,Edenmore,268062009
4446,4538,17892.0,17892.0,Palmerston Village,267108011
4447,4539,17893.0,17893.0,Inchicore A,268078009
4448,4540,17894.0,17894.0,Chapelizod,268037004
4449,4541,17895.0,17895.0,Kilmainham A,268083011
4450,4542,17896.0,17896.0,Kilmainham A,268083007
4451,4543,17897.0,17897.0,Lusk,267104023
4452,4544,17898.0,17898.0,Swords-Forrest,267132015
4453,4545,17899.0,17899.0,Swords-Forrest,267132009
4454,4546,17900.0,17900.0,Blanchardstown-Blakestown,267028063
4455,4547,17901.0,17901.0,Blanchardstown-Blakestown,267028070
4456,4548,17902.0,17902.0,Blanchardstown-Coolmine,267029030
4457,4549,17903.0,17903.0,Blanchardstown-Coolmine,267029014
4458,4550,17904.0,17904.0,Blanchardstown-Blakestown,267028075
4459,4551,17905.0,17905.0,Blanchardstown-Coolmine,267029006
4460,4552,17906.0,17906.0,Blanchardstown-Delwood,267031014
4461,4553,17910.0,17910.0,Blanchardstown-Coolmine,267029020
4462,4554,17911.0,17911.0,Blanchardstown-Coolmine,267029022
4463,4555,17912.0,17912.0,Lucan Heights,267101014
4464,4556,17913.0,17913.0,Blanchardstown-Blakestown,267028058
4465,4557,17914.0,17914.0,Blanchardstown-Blakestown,267028012
4466,4558,17915.0,17915.0,Blanchardstown-Blakestown,267028011
4467,4559,17916.0,17916.0,Blanchardstown-Coolmine,267029023
4468,4560,17917.0,17917.0,Blanchardstown-Coolmine,267029026
4469,4561,17918.0,17918.0,Blanchardstown-Corduff,267030006
4470,4562,17919.0,17919.0,Swords-Seatown,267134021
4471,4563,17920.0,17920.0,Portmarnock North,267110008
4472,4564,17921.0,17921.0,Rathmines West A,268132010
4473,4565,17922.0,17922.0,Rathmines West A,268132019
4474,4566,17925.0,17925.0,Priorswood E,268123008
4475,4567,17928.0,17928.0,Lucan-Esker,267100033
4476,4568,17929.0,17929.0,Grange E,268075001
4477,4569,17930.0,17930.0,Whitehall C,268159007
4478,4570,17931.0,17931.0,Beaumont A,268021002
4479,4571,17932.0,17932.0,Priorswood D,268120006
4480,4572,17933.0,17933.0,Priorswood C,268119001
4481,4573,17934.0,17934.0,Blanchardstown-Blakestown,267028018
4482,4574,17935.0,17935.0,Priorswood D,268120001
4483,4575,17936.0,17936.0,Swords-Forrest,267132008
4484,4576,17937.0,17937.0,Swords-Forrest,267132006
4485,4577,17938.0,17938.0,Swords-Forrest,267132036
4486,4578,17939.0,17939.0,Edenmore,268062003
4487,4579,17940.0,17940.0,Grange D,268074009
4488,4580,17941.0,17941.0,Grange C,268073001
4489,4581,17942.0,17942.0,Blanchardstown-Coolmine,267029003
4490,4582,17943.0,17943.0,Blanchardstown-Coolmine,267029004
4491,4583,17944.0,17944.0,Edenmore,268062006
4492,4584,17945.0,17945.0,Grange C,268073009
4493,4585,17946.0,17946.0,Grange C,268073006
4494,4586,17947.0,17947.0,Blanchardstown-Coolmine,267029009
4495,4587,17948.0,17948.0,Blanchardstown-Mulhuddart,267032013
4496,4588,17949.0,17949.0,Blanchardstown-Mulhuddart,267032001
4497,4589,17950.0,17950.0,Lucan-Esker,267100055
4498,4590,17951.0,17951.0,Grange E,268075010
4499,4591,17952.0,17952.0,Blanchardstown-Blakestown,267028009
4500,4592,17953.0,17953.0,Blanchardstown-Blakestown,267028033
4501,4593,17954.0,17954.0,Blanchardstown-Blakestown,267028032
4502,4594,17955.0,17955.0,Blanchardstown-Blakestown,267028010
4503,4595,17956.0,17956.0,Blanchardstown-Blakestown,267028007
4504,4596,17957.0,17957.0,Blanchardstown-Blakestown,267028093
4505,4597,17958.0,17958.0,Blanchardstown-Mulhuddart,267032008
4506,4598,17959.0,17959.0,Palmerston West,267109016
4507,4599,17960.0,17960.0,Lucan Heights,267101008
4508,4600,17961.0,17961.0,Kilmore A,268088009
4509,4601,17962.0,17962.0,Blanchardstown-Tyrrelstown,267034004
4510,4602,17963.0,17963.0,Lucan Heights,267101009
4511,4603,17964.0,17964.0,Blanchardstown-Tyrrelstown,267034002
4512,4604,17965.0,17965.0,The Ward,267158002
4513,4605,17966.0,17966.0,The Ward,267158003
4514,4606,17967.0,17967.0,Palmerston West,267109017
4515,4607,17968.0,17968.0,Palmerston Village,267108016
4516,4608,17969.0,17969.0,Chapelizod,268037001
4517,4609,17970.0,17970.0,Kilmore A,268088007
4518,4610,17971.0,17971.0,Priorswood C,268119007
4519,4611,17972.0,17972.0,Priorswood B,268122001
4520,4612,17973.0,17973.0,Lucan-Esker,267100072
4521,4613,17974.0,17974.0,Lucan-Esker,267100068
4522,4614,17975.0,17975.0,Lucan-Esker,267100064
4523,4615,17976.0,17976.0,Priorswood A,268121005
4524,4616,17977.0,17977.0,Lucan-Esker,267100089
4525,4617,17978.0,17978.0,Lucan-Esker,267100069
4526,4618,17979.0,17979.0,Beaumont B,268022001
4527,4619,17980.0,17980.0,Beaumont B,268022008
4528,4620,17981.0,17981.0,Beaumont B,268022009
4529,4621,17982.0,17982.0,Sutton,267130017
4530,4622,17983.0,17983.0,Blanchardstown-Mulhuddart,267032009
4531,4623,17984.0,17984.0,Priorswood A,268121001
4532,4624,17985.0,17985.0,Harmonstown A,268076008
4533,4625,17986.0,17986.0,Blanchardstown-Blakestown,267028046
4534,4626,17987.0,17987.0,Blanchardstown-Blakestown,267028101
4535,4627,17988.0,17988.0,Sutton,267130004
4536,4628,17989.0,17989.0,Balgriffin,267005002
4537,4629,17990.0,17990.0,Priorswood B,268122006
4538,4630,17991.0,17991.0,Priorswood C,268119002
4539,4631,17992.0,17992.0,Sutton,267130008
4540,4632,17993.0,17993.0,Kilmore B,268089004
4541,4633,17994.0,17994.0,Kilmore B,268089008
4542,4634,17995.0,17995.0,Sutton,267130010
4543,4635,17996.0,17996.0,Swords-Forrest,267132025
4544,4636,17997.0,17997.0,Swords-Forrest,267132030
4545,4637,17998.0,17998.0,Swords-Forrest,267132035
4546,4638,17999.0,17999.0,Swords-Forrest,267132031
4547,4639,18000.0,18000.0,Beaumont F,268026006
